Active,Airline,AirlineID,Alias,Callsign,Country,IATA,ICAO
N,Rossair Europe,4231,\N,CATCHER,Netherlands,"",ROS
N,Roswell Airlines,4233,\N,ROSWELL,United States,"",RAL
N,Rotatur,4235,\N,ROTATUR,Brazil,"",RTR
N,Rotormotion,4236,\N,ROCKET,United Kingdom,"",RKT
N,Rotterdam Jet Center,4237,\N,ROTTERDAM JETCENTER,Netherlands,"",JCR
N,Rover Airways International,4238,\N,ROVERAIR,United States,"",ROV
N,Rovos Air,4239,\N,ROVOS,South Africa,"",VOS
N,Royal,19983,"",Roy,Canada,QN,\N
N,Royal Air Cargo,4240,\N,ROYAL CARGO,South Africa,"",RCG
N,Royal Air Force,4241,\N,RAFAIR,United Kingdom,RR,RFR
N,Royal Air Force,4243,\N,AIR CADET,United Kingdom,"",ACW
N,Royal Air Force,4244,\N,ASCOT,United Kingdom,"",RRR
N,Royal Air Force,4245,\N,KITTY,United Kingdom,"",RRF
N,Royal Air Force,4246,\N,VORTEX,United Kingdom,"",SHF
N,Royal Air Force of Oman,4242,\N,MAJAN,Oman,RS,MJN
N,Royal Air Freight,4247,\N,AIR ROYAL,United States,"",RAX
N,Royal Airlines,4249,\N,ROYAL PAKISTAN,Pakistan,R0,RPK
N,Royal American Airways,4250,\N,ROYAL AMERICAN,United States,"",RLM
N,Royal Aruban Airline,4251,\N,ROYAL ARUBAN,Aruba,V5,RYL
N,Royal Australian Air Force,4252,\N,AUSSIE,Australia,"",ASY
N,Royal Aviation Express,4253,\N,ROY EXPRESS,Canada,"",RXP
N,Royal Bahrain Airlines,4254,\N,ROYAL BAHRAIN,Bahrain,"",RYB
N,ROYAL BRITAIN,20589,Flying Brits,"",United Kingdom,7V,ROB
N,Royal Daisy Airlines,4256,\N,DARLINES,Uganda,"",KDR
N,Royal Ghanaian Airlines,4257,\N,ROYAL GHANA,Ghana,"",RGA
N,Royal Jet,4258,\N,ROYALJET,United Arab Emirates,"",ROJ
N,Royal Jordanian Air Force,4260,\N,JORDAN AIR FORCE,Jordan,"",RJZ
N,Royal Khmer Airlines,4261,\N,KHMER AIR,Cambodia,RK,RKH
N,Royal Malaysian Air Force,4262,\N,ANGKASA,Malaysia,"",RMF
N,Royal Navy,4263,\N,NAVY,United Kingdom,"",NVY
N,Royal Netherland Navy,4265,\N,NETHERLANDS NAVY,Netherlands,"",NRN
N,Royal Netherlands Air Force,4266,\N,NETHERLANDS AIR FORCE,Netherlands,"",NAF
N,Royal New Zealand Air Force,4267,\N,KIWI,New Zealand,"",KIW
N,Royal Norwegian Air Force,4268,\N,NORWEGIAN,Norway,"",NOW
N,Royal Oman Police,4269,\N,"",Oman,"",ROP
N,Royal Rwanda Airlines,4271,\N,ROYAL RWANDA,Rwanda,"",RRA
N,Royal Saudi Air Force,4272,\N,ARSAF,Saudi Arabia,"",RSF
N,Royal Sky,4273,\N,ROYAL SKY,Thailand,"",RYS
N,Royal Southern Airlines.,18673,Royal Southern,RSA,Colombia,R1,RS1
N,Royal Swazi National Airways,4274,\N,SWAZI NATIONAL,Swaziland,"",RSN
N,Royal Tongan Airlines,4275,\N,TONGA ROYAL,Tonga,WR,HRH
N,Royal West Airlines,4276,\N,ROYAL WEST,United States,"",RWE
N,RPA-Aviataxi Ltd.,423,\N,"",Russia,"",ARP
N,Rubystar,4277,\N,RUBYSTAR,Belarus,"",RSB
N,Rumugu Air & Space Nigeria,4278,\N,RUMUGU AIR,Nigeria,"",RMG
N,Rusaero,4279,\N,"",Russia,"",RUR
N,Rusaero,4280,\N,"",Russia,"",KLE
N,Rusair JSAC,4281,\N,CGI-RUSAIR,Russia,"",CGI
N,Rusich-T,4282,\N,"",Russia,"",RUH
N,Russian Aircraft Corporation-MiG,4284,\N,MIG AVIA,Russia,"",MIG
N,Russian Federation Air Force,4285,\N,RUSSIAN AIRFORCE,Russia,"",RFF
N,Russian Sky Airlines,4286,\N,RADUGA,Russia,P7,ESL
N,Rusuertol,4287,\N,ROSTUERTOL,Russia,"",RUZ
N,Rutas Aereas,4288,\N,RUTACA,Venezuela,"",RUC
N,Rutland Aviation,4289,\N,RUTLAND,United Kingdom,"",RND
N,Rwanda Airlines,4290,\N,"",Rwanda,"",RUA
N,Rwanda Airways,4291,\N,"",Rwanda,"",RWA
N,RWL Luftfahrtgesellschaft,4130,\N,RHEINTRAINER,Germany,"",RWL
N,Ryan Air Service,4293,\N,ARCTIC TRANPORT,United States,"",RCT
N,Ryazan State Air Enterprise,4297,\N,RYAZAN AIR,Russia,"",RYZ
N,Rynes Aviation,4298,\N,RYNES AVIATION,United States,"",RAA
N,S C Ion Tiriac,4825,\N,TIRIAC AIR,Romania,"",TIH
N,S.K. Logistics,4396,\N,SWAMP FOX,United States,"",SFX
N,S.P. Aviation,4629,\N,GOLDEN GATE,United States,"",GDG
N,SA Airlink Regional,4713,\N,REGIONAL LINK,South Africa,"",REJ
N,SAAB Nyge Aero,4823,\N,TARGET,Sweden,"",TGT
N,SAAB-Aircraft,4354,\N,SAAB-CRAFT,Sweden,"",SCT
N,SAAD (A320) Limited,4668,\N,MUSAAD AIR,Cayman Islands,"",MMS
N,Sabah Air,4322,\N,SABAH AIR,Malaysia,"",SAX
N,Sabang Merauke Raya Air Charter,4762,\N,SAMER,Indonesia,"",SMC
N,Saber Airlines,4444,\N,"",Egypt,"",SIS
N,Saber Aviation,4334,\N,FREIGHTER,United States,"",SBR
N,Sabre,4675,\N,"",United States,1S,""
N,Sabre Incorporated,4328,\N,"",United States,"",SBG
N,Sabre Pacific,4539,\N,"",Australia,"",APD
N,Sabre Pacific,4674,\N,"",Australia,1Z,""
N,SADELCA - Sociedad Aerea Del Caqueta,4363,\N,SADELCA,Colombia,"",SDK
N,SAESA,4493,\N,SAESA,Spain,"",SSS
N,SAETA,4381,\N,SAETA,Ecuador,EH,SET
N,Safair,4392,\N,CARGO,South Africa,FA,SFR
N,Safari Express Cargo,4576,\N,SAFARI EXPRESS,Kenya,"",SXY
N,Safarilink Aviation,4845,\N,SAFARILINK,Kenya,"",XLK
N,Safat Airlines,4647,\N,SAFAT AIR,Iran,"",IRV
N,Safe Air,4391,\N,SAFE AIR,Pakistan,"",SFP
N,Safewings Aviation Company,4386,\N,SWIFTWING,United States,"",SFF
N,Safiran Airlines,4390,\N,SAFIRAN,Iran,"",SFN
N,Saga Airlines,4410,\N,"",Turkey,"",SGX
N,Sagolair Transportes Ejecutivos,4406,\N,SAGOLAIR,Spain,"",SGP
N,Saha Airlines Services,4648,\N,SAHA,Iran,"",IRZ
N,Sahel Airlines,4536,\N,SAHEL AIRLINES,Niger,"",AWJ
N,Sahel Aviation Service,4316,\N,SAVSER,Mali,"",SAO
N,Saint Barth Commuter,4336,\N,BLACK FIN,France,"",SBU
N,S-Air,4717,\N,S-AIRLINES,Russia,"",RLS
N,Sair Aviation,4467,\N,SAIR,Canada,"",SRA
N,Sakaviaservice,4724,\N,SAKSERVICE,Georgia,"",AZG
N,Sakhalinskie Aviatrassy (SAT),4428,\N,SATAIR,Russia,"",SHU
N,Salair,4443,\N,SALAIR,United States,"",SIR
N,Salama Airlines Nigeria,4757,\N,SALMA AIR,Nigeria,"",SLW
N,Salem,4653,\N,KOKSHE,Kazakhstan,"",KKS
N,Salpa Aviation,4754,\N,SALPA,Sudan,"",SLP
N,SAM Colombia,4314,\N,SAM,Colombia,"",SAM
N,Samal Air,4320,\N,"",Kazakhstan,"",SAV
N,Samar Air,4771,\N,SAMAR AIR,Tajikistan,"",SMQ
N,Samara Airlines,4596,\N,BERYOZA,Russia,E5,BRZ
N,Samaritan Air Service,4638,\N,HALO,Canada,"",HLO
N,Samarkand Airways,4835,\N,SOGDIANA,Uzbekistan,"",UZS
N,Samgau,4409,\N,RAUSHAN,Kazakhstan,"",SGU
N,Samson Aviation,4420,\N,SAMSON,United Kingdom,"",SHL
N,Samurai Airlines,17575,Samurai Airlines (DUMMY),SAM,Pakistan,07,770
N,San Juan Airlines,4670,\N,MARINER,United States,2G,MRR
N,SANSA,4663,\N,"",Costa Rica,"",LRS
N,Sapphire Aviation,4819,\N,SAPPHIRE,United States,"",SPP
N,Sapphire Executive Air,4815,\N,SAPPHIRE-CHARTER,South Africa,"",SPH
N,Sarit Airlines,4479,\N,SARIA,Sudan,"",SRW
N,Sark International Airways,4651,\N,SARK,United Kingdom,"",JIM
N,Sasair,4482,\N,SASIR,Canada,"",SSB
N,SASCA,4495,\N,SASCA,Venezuela,"",SSU
N,SASCO Airlines,4307,\N,SASCO,Sudan,"",SAC
N,Saskatchewan Government,4747,\N,LIFEGUARD,Canada,"",SLG
N,Saskatchewan Government Executive Air Service,4407,\N,SASKATCHEWAN,Canada,"",SGS
N,Satellite Aero,4575,\N,SATELLITE EXPRESS,United States,"",SXX
N,Satsair,4584,\N,AEROCAB,United States,"",SYK
N,Savanah Airlines,4780,\N,SAVANAHLINE,Nigeria,"",SNI
N,Savanair (Angola),4542,\N,SAVANAIR,Angola,"",SVN
N,Sayakhat Airlines,4310,\N,SAYAKHAT,Kazakhstan,"",SAH
N,Scenic Air,4618,\N,"",Namibia,"",ENR
N,Scibe Airlift,4338,\N,SCIBE AIRLIFT,Democratic Republic of the Congo,"",SBZ
N,Scoala Superioara De Aviatie Civila,4715,\N,ROMANIAN ACADEMY,Romania,"",RFT
N,Scorpio,4351,\N,SCORPIO,Egypt,"",SCP
N,Scorpio Aviation,4430,\N,"","",8S,""
N,Scottish Airways Flyers,4732,\N,SKYWORK,United Kingdom,"",SKO
N,Seacoast Airlines,4341,\N,SEA-COASTER,United States,"",SCC
N,Seagle Air,4603,\N,SEAGLE,Slovakia,"",CGL
N,Searca,4468,\N,SEARCA,Colombia,"",SRC
N,Search and Rescue 202,3669,\N,"",United Kingdom,"",SRG
N,Search and Rescue 22,3670,\N,"",United Kingdom,"",SRD
N,Seba Airlines,4630,\N,SEBA,Guinea,"",GIK
N,Seco International,4439,\N,"",Japan,"",SIJ
N,Second Sverdlovsk Air Enterprise,4831,\N,PYSHMA,Russia,"",UKU
N,Secretaria de Marina,4317,\N,SECRETARIA DEMARINA,Mexico,"",ANX
N,Sector Airlines,4851,\N,EXTER,Canada,"",XTR
N,Secure Air Charter,4650,\N,SECUREAIR,United States,"",JCM
N,Security Aviation,4546,\N,SECURITY AIR,United States,"",SVX
N,Sedalia,4506,\N, Marshall, Boonville Stage Line,"",STG
N,Sedona Air Center,4372,\N,SEDONA AIR,United States,"",SED
N,SEFA,4383,\N,SEFA,France,"",SFA
N,Sefofane Air Charters,4385,\N,SEFOFANE,South Africa,"",SFE
N,Selcon Airlines,4378,\N,SELCON AIR,Nigeria,"",SEO
N,Selkirk Remote Sensing,4477,\N,PHOTO CHARLIE,Canada,"",SRS
N,Sella Aviation,4509,\N,STELLAVIA,Netherlands,"",STJ
N,Semeyavia,4768,\N,ERTIS,Kazakhstan,"",SMK
N,Semitool Europe,4504,\N,SEMITRANS,United Kingdom,"",STE
N,Semos,4765,\N,SEMICH,Kazakhstan,"",SME
N,Senair Services,4779,\N,SENSERVICE,Senegal,"",SNH
N,Senator Aviation Charter,4775,\N,SENATOR,Germany,"",SNA
N,SENEAM,4846,\N,SENEAM,Mexico,"",XMX
N,Sentel Corporation,4377,\N,SENTEL,United States,"",SEL
N,Seoul Air International,4417,\N,SEOUL AIR,Republic of Korea,"",SHI
N,Serair Transworld Press,4382,\N,CARGOPRESS,Spain,"",SEV
N,Servair,4568,\N, Private Charter,SWISSBIRD,"",SWZ
N,Servant Air,4764,\N,"",United States,8D,""
N,Service Aerien Francais,4424,\N,SAF,France,"",SHP
N,Service People Gesselschaft fur Charter und Service,4462,\N,"",Germany,"",SPX
N,Servicio Aereo Regional Regair,4714,\N,REGAIR,Ecuador,"",RER
N,Servicio Aereo Saltillo,4380,\N,SERVISAL,Mexico,"",SES
N,Servicio De Helicopteros,4362,\N,ARCOS,Spain,"",SDH
N,Servicio De Viglancia Aerea Del Ministerio De Seguridad Publica,4672,\N,SEGURIDAD,Costa Rica,"",MSP
N,Servicio Tecnico Aero De Mexico,4368,\N,SERVICIO TECNICO,Mexico,"",SDX
N,Servicios Aerecs Del Sol,4774,\N, S.A. de C.V.,AEROSOL,"",AOS
N,Servicios Aereos Agricolas,4402,\N,SERAGRI,Chile,"",SGI
N,Servicios Aereos Avandaro,4836,\N,AVANDARO,Mexico,"",VDO
N,Servicios Aereos Centrales,4601,\N,CENTRA AEREOS,Mexico,"",CEE
N,Servicios Aereos Copters,4654,\N,COPTERS,Chile,"",KOP
N,Servicios Aereos Corporativos,4827,\N,AEROTRON,Mauritania,"",TRN
N,Servicios Aereos de Chihuahua Aerochisa,4348,\N,AEROCHISA,Mexico,"",AHI
N,Servicios Aereos de Los Angeles,4749,\N,AEROANGEL,Mexico,"",AGE
N,Servicios Aereos De Nicaragua (SANSA),4777,\N,SANSA,Nicaragua,"",SNE
N,Servicios Aereos Del Centro,4355,\N,SACSA,Mexico,"",SCV
N,Servicios Aereos del Nazas SA de CV,4685,\N,NAZAS,Mexico,"",NAZ
N,Servicios Aereos Del Norte,4692,\N,SERVINORTE,Mexico,"",NTB
N,Servicios Aereos Del Vaupes,4367,\N,SELVA,Colombia,"",SDV
N,Servicios Aereos Denim,4615,\N,AERO DENIM,Mexico,"",DNI
N,Servicios Aereos Ejecutivos De La Laguna,4658,\N,LAGUNA,Mexico,"",LGU
N,Servicios Aereos Ejecutivos Saereo,4474,\N,SAEREO,Ecuador,"",SRO
N,Servicios Aereos Elite,4614,\N,DAKOY,Spain,"",DKY
N,Servicios Aereos Especiales De Jalisco,4448,\N,SERVICIOJAL,Mexico,"",SJA
N,Servicios Aereos Estrella,4660,\N,SERVIESTRELLA,Mexico,"",LLS
N,Servicios Aereos Expecializados En Transportes Petroleros,4655,\N,SAEP,Colombia,"",KSP
N,Servicios Aereos Gadel,4628,\N,GADEL,Mexico,"",GDE
N,Servicios Aereos Gana,4631,\N,SERVIGANA,Mexico,"",GNA
N,Servicios Aereos Ilsa,4645,\N,SERVICIOS ILSA,Mexico,"",ILS
N,Servicios Aereos Integrales / Flyant,4856,\N,FLYANT,Spain,"",FYA
N,Servicios Aereos La Marquesa,4763,\N,SERVICIOS MARQUESA,Mexico,"",SMD
N,Servicios Aereos Latinoamericanos,4688,\N,SERVICIOS LATINO,Mexico,"",NON
N,Servicios Aereos Luce,4371,\N,SERVILUCE,Mexico,"",SEB
N,Servicios Aereos Milenio,4667,\N,MILENIO,Mexico,"",MLO
N,Servicios Aereos Monarrez,4689,\N,MONARREZ,Mexico,"",NRZ
N,Servicios Aereos Moritani,4669,\N,MORITANI,Mexico,"",MRI
N,Servicios Aereos MTT,4673,\N,"",Mexico,"",MTG
N,Servicios Aereos Nacionales (SAN),4315,\N,AEREOS,Ecuador,"",SAN
N,Servicios Aereos Noticiosos,4700,\N,NOTICIOSOS,Mexico,"",OSS
N,Servicios Aereos Palenque,4820,\N,SERVICOS PALENQUE,Mexico,"",SPQ
N,Servicios Aereos Poblanos,4707,\N,POBLANOS,Mexico,"",POB
N,Servicios Aereos Premier,4705,\N,SERVICIOS PREMIER,Mexico,"",PMR
N,Servicios Aereos Profesionales,4708,\N,PROSERVICIOS,Dominican Republic,"",PSV
N,Servicios Aereos Regiomontanos,4716,\N,REGIOMONTANO,Mexico,"",RGC
N,Servicios Aereos Saar,4544,\N,AEREOS SAAR,Mexico,"",SVS
N,Servicios Aereos San Cristobal,4344,\N,SAN CRISTOBAL,Mexico,"",SCI
N,Servicios Aereos Sepecializados Mexicanos,4572,\N,SERVIMEX,Mexico,"",SXM
N,Servicios Aereos Slainte,4755,\N,SERVICIOS SLAINTE,Mexico,"",SLS
N,Servicios Aereos Sunset,4485,\N,SUNSET,Mexico,"",SSE
N,Servicios Aereos Tamazula,4829,\N,TAMAZULA,Mexico,"",TZU
N,Servicios Aereos Textra,4850,\N,TEXTRA,Mexico,"",XTA
N,Servicios Aereos Tribasa,4821,\N,TRIBASA,Mexico,"",TBS
N,Servicios Aereos Universitarios,4832,\N,UNIVERSITARIO,Mexico,"",UNT
N,Servicios Aeronauticos Aero Personal,4472,\N,SERVICIOS PERSONAL,Mexico,"",SRL
N,Servicios Aeronauticos De Oriente,4543,\N,SERVIORIENTE,Mexico,"",SVO
N,Servicios Aeronauticos Integrales,4440,\N,SERVICIOS INTEGRALES,Mexico,"",SIL
N,Servicios Aeronauticos Z,4592,\N,AERO ZEE,Mexico,"",SZT
N,Servicios Corporativos Aereos De La Laguna,4817,\N,CORPORATIVOS LAGUNA,Mexico,"",SPL
N,Servicios De Aerotransportacion De Aguascalientes,4503,\N,AERO AGUASCALINETES,Mexico,"",STD
N,Servicios De Rampa Y Mostrador,4718,\N,SERAMSA,Mexico,"",RMP
N,Servicios De Taxi Aereo,4574,\N,SERTA,Mexico,"",SXT
N,Servicios De Transporte Aereo,4538,\N,SETRA,Mexico,"",SVI
N,Servicios Ejecutivos Continental,4449,\N,SERVIEJECUTIVO,Mexico,"",SJC
N,Servicios Ejecutivos Gosa,4636,\N,GOSA,Mexico,"",HJE
N,Servicios Especiales Del Pacifico Jalisco,4452,\N,SERVICIOS JALISCO,Mexico,"",SJL
N,Servicios Intergrales De Aviacion,4693,\N,INTERGRALES,Mexico,"",NTG
N,Servicios Privados De Aviacion,4460,\N,SERVICIOS PRIVADOS,Mexico,"",SPV
N,Servico Aereo Regional,4671,\N,SAR-REGIONAL,Mozambique,"",MSG
N,Servico Leo Lopex,4659,\N,LEO LOPOZ,Mexico,"",LLA
N,Servicos De Alquiler,4466,\N,ALQUILER,Mexico,"",SQL
N,Servisair,4401,\N,SERVISAIR,United Kingdom,"",SGH
N,Servizi Aerei,4784,\N,SERVIZI AEREI,Italy,"",SNM
N,Sete Linhas Aereas,4758,\N,SETE,Brazil,"",SLX
N,Seulawah Nad Air,4684,\N,SEULAWAH,Indonesia,"",NAD
N,Sevastopol-Avia,4541,\N,SEVAVIA,Ukraine,"",SVL
N,Seven Bar Flying Service,4327,\N,S-BAR,United States,"",SBF
N,Seven Four Eight Air Services,4545,\N,SIERRA SERVICES,Luxembourg,"",SVT
N,Severstal,4486,\N,SEVERSTAL,Russia,"",SSF
N,SFT-Sudanese Flight,4505,\N,"",Sudan,"",STF
N,Shabair,4412,\N,SHABAIR,Democratic Republic of the Congo,"",SHB
N,Shaheen Air Cargo,4373,\N,SHAHEEN CARGO,Pakistan,"",SEE
N,Shaheen Airport Services,4422,\N,SUGAR ALFA,Pakistan,"",SHN
N,Shalom Air Services,4624,\N,PEACE AIR,Nigeria,"",FFH
N,Sham Wing Airlines,4321,\N,SHAMWING,Syrian Arab Republic,"",SAW
N,Shandong Airlines Rainbow Jet,4712,\N,CAI HONG,China,"",RBW
N,Shanghai Airlines Cargo,4425,\N,SHANGHAI CARGO,China,"",SHQ
N,Shans Air,4778,\N,SHANS AIR,Russia,"",SNF
N,Shanxi Airlines,4612,\N,SHANXI,China,8C,CXI
N,Shar Ink,4830,\N,SHARINK,Russia,"",UGP
N,Sharjah Ruler's Flight,4418,\N,SHARJAH,United Arab Emirates,"",SHJ
N,Shavano Air,4431,\N,SHAVANO,United States,"",SHV
N,Shawbury Flying Training Unit,4587,\N,SHAWBURY,United Kingdom,"",SYS
N,Shawnee Airline,4432,\N,SHAWNEE,United States,"",SHW
N,Sheba Aviation,4579,\N,"",Yemen,"",SYE
N,Shell Aircraft,4415,\N,SHELL,United Kingdom,"",SHE
N,Sheltam Aviation,4421,\N,SHELTAM,South Africa,"",SHM
N,Shenzhen Donghai Airlines,842,\N,DONGHAI AIR,China,"",EPA
N,Sheremetyevo-Cargo,4423,\N,"",Russia,"",SHO
N,Shooter Air Courier,4426,\N,SHOOTER,Canada,"",SHR
N,Shoprite Group,4416,\N,SHOP AIR,United Kingdom,"",SHG
N,Shorouk Air,4419,\N,"",Egypt,"",SHK
N,Shovkoviy Shlyah,4565,\N,WAY AERO,Ukraine,S8,SWW
N,Shuangyang General Aviation,4610,\N,SHUANGYANG,China,"",CSY
N,Shura Air Transport Services,4427,\N,SHURA AIR,Ethiopia,"",SHS
N,Shuswap Flight Centre,4384,\N,SHUSWAP,Canada,"",SFC
N,Siam GA,4405,\N,SIAM,Thailand,"",SGN
N,Si-Chang Flying Service,4352,\N,SICHART,Thailand,"",SCR
N,Sierra Express,4437,\N,SEREX,United States,"",SIE
N,Sierra Expressway Airlines,4480,\N,SIERRA EX,United States,"",SRX
N,Sierra National Airlines,4742,\N,SELAIR,Sierra Leone,LJ,SLA
N,Sierra Nevada Airlines,4676,\N,"",United States,1I,""
N,Sierra Pacific Airlines,4809,\N,SIERRA PACIFIC,United States,"",SPA
N,Silesia Air,4519,\N,AIR SILESIA,Czech Republic,"",SUA
N,Silk Way Airlines,4590,\N,SILK LINE,Azerbaijan,ZP,AZQ
N,Silvair,4644,\N,"",United States,"",IJS
N,Silver Air,4540,\N,"",Djibouti,"",SVJ
N,Silver Air,4744,\N,SILVERLINE,Czech Republic,"",SLD
N,Silverback Cargo Freighters,4838,\N,SILVERBACK,Rwanda,"",VRB
N,Silverhawk Aviation,4748,\N,SILVERHAWK,United States,"",SLH
N,Silverjet,4625,\N,ENVOY,United Kingdom,"",FJE
N,Simpson Air Ltd,4686,\N,COMMUTER-CANADA,Canada,"",NCS
N,Sincom-Avia,4646,\N,SINCOM AVIA,Ukraine,"",INK
N,Sioux Falls Aviation,4613,\N,DAKOTA,United States,"",DKT
N,Sirair,4473,\N,SIRAIR,Russia,"",SRN
N,Sirena,4678,\N,"",Russia,1Q,""
N,Siren-Travel,4677,\N,"",Russia,1H,""
N,Sirin,4854,\N,"","",R1,""
N,Sirio,4442,\N,SIRIO,Italy,"",SIO
N,Sirio Executive,4447,\N,SIRIO EXECUTIVE,Italy,"",SIW
N,Sirius-Aero,4604,\N,SIRIUS AERO,Russia,"",CIG
N,Sirvair,4839,\N,VAIRSA,Mexico,"",VRS
N,Sistemas Aeronauuticos 2000,4530,\N,SISTEMAS AERONAUTICOS,Mexico,"",SUT
N,SITA,4445,\N,"",Belgium,XS,SIT
N,Skif-Air,4833,\N,SKIF-AIR,Ukraine,"",USK
N,Skorpion Air,4818,\N,AIR SKORPIO,Bulgaria,"",SPN
N,Sky Aeronautical Services,4657,\N,SKY AERONAUTICAL,Mexico,"",KYR
N,Sky Aircraft Service,4404,\N,SIGMA,Netherlands,"",SGM
N,Sky Airlines,4434,\N,ANTALYA BIRD,Turkey,"",SHY
N,Sky Aviation,4498,\N,SIERRA SKY,Sierra Leone,"",SSY
N,Sky Bahamas,4331,\N,SKY BAHAMAS,Bahamas,"",SBM
N,Sky Bus,4626,\N,MILE HIGH,United States,"",FLH
N,Sky Cam,4345,\N,SKYCAM,France,"",SCK
N,Sky Exec Aviation Services,4570,\N,SKY EXEC,Nigeria,"",SXC
N,Sky Express,2034,\N,EXPRESS SKY,Poland,"",SXP
N,Sky Eyes,4379,\N,SKY EYES,Thailand,I6,SEQ
N,Sky Gate International Aviation,4399,\N,AIR BISHKEK,Kyrgyzstan,"",SGD
N,Sky Harbor Air Service,4413,\N,SKY HARBOR CHEYENNE,United States,"",SHC
N,Sky Harbor Air Service,4722,\N,SKY DAWG,United States,"",SKD
N,Sky Helicopteros,4642,\N,HELISKY,Spain,"",HSY
N,Sky Jet,4567,\N,SWISSLINK,Switzerland,"",SWY
N,Sky King,4397,\N,SONGBIRD,United States,"",SGB
N,Sky Limo Corporation,4662,\N,SKY LIMO,United States,"",LMO
N,Sky Line for Air Services,4759,\N,SKYCO,Sudan,"",SLY
N,Sky One Express Airlines,4580,\N,SKY FIRST,United States,"",SYF
N,Sky Service,4734,\N,SKY SERVICE,Belgium,"",SKS
N,Sky Tours,4723,\N,SKYISLE,United States,"",SKE
N,Sky Trek International Airlines,4679,\N,"","",1I,""
N,Sky Trek International Airlines,4711,\N,PHAZER,United States,1I,PZR
N,Sky Way Air,4306,\N,SKY WORKER,Kyrgyzstan,"",SAB
N,Sky Wings Airlines,4632,\N,"",Greece,"",GSW
N,Sky Work Airlines,4470,SkyWork,SKYFOX,Switzerland,SX,SRK
N,Skybridge Airops,4656,\N,SKY AIROPS,Italy,"",KYB
N,Skybus Airlines,4720,\N,SKYBUS,United States,SX,SKB
N,Skycharter (Malton),4730,\N,SKYCHARTER,Canada,"",SKL
N,Skycraft,4725,\N,SKYCRAFT,United States,"",SKF
N,Skycraft Air Transport,4726,\N,SKYCRAFT-CANADA,Canada,"",SKG
N,Skydrift,4364,\N,SKYDRIFT,United Kingdom,"",SDL
N,Skyfreight,4394,\N,SKYFREIGHT,United States,"",SFT
N,Skygate,4408,\N,SKYGATE,Netherlands,"",SGT
N,Skyhaul,4634,\N,SKYHAUL,Japan,"",HAU
N,Skyjet,4376,\N,SKALA,Kazakhstan,"",SEK
N,Skyking,4727,\N,SKYKING,United Kingdom,"",SKI
N,SkyKing Turks and Caicos Airways,4728,\N,SKYKING,Turks and Caicos Islands,RU,SKI
N,Skyline,4773,\N,SKYLIMIT,Nigeria,"",SMT
N,Skyline Aviation Services,4731,\N,SKYLINER,United States,"",SKN
N,Skyline nepc,13905,"","",India,D5,\N
N,Skylink Aviation,4729,\N,SKYLINK,Canada,"",SKK
N,Skymaster Air Lines,4721,\N,SKYMASTER AIR,United States,"",SKC
N,Skymaster Air Taxi,4360,\N,SKY DANCE,United States,"",SDD
N,Skyplan Services,4852,\N,"",Canada,"",XXS
N,Skypower Express Airways,4617,\N,NIGERIA EXPRESS,Nigeria,"",EAN
N,Skyraidybos Mokymo Centras,4639,\N,HELIRIM,Lithuania,"",HRI
N,Skyrover CC,4844,\N,SKYWATCH,South Africa,"",WLK
N,Skyscapes Air Charters,4733,\N,SKYSCAPES,South Africa,"",SKR
N,Skystar Airways,4736,\N,SKY YOU,Thailand,"",SKT
N,Skystar International,4489,\N,SKYSTAR,United States,"",SSK
N,Skytaxi,4643,\N,IGUANA,Poland,"",IGA
N,Skyward Aviation,4403,\N,SKYWARD,Canada,"",SGK
N,Skyway Enterprises,4741,\N,SKYWAY-INC,United States,"",SKZ
N,Skyways,4577,\N,LINEAS CARDINAL,Argentina,"",SYA
N,Skyworld Airlines,4811,\N,PORT,United States,"",SPC
N,Slate Falls Airways,4583,\N,"",Canada,"",SYJ
N,Slim Aviation Services,4433,\N,SLIM AIR,Nigeria,"",SHX
N,Sloane Aviation,4753,\N,SLOANE,United Kingdom,"",SLN
N,Slok Air,4743,\N,SLOK AIR,Nigeria,"",SLB
N,Slok Air Gambia,4694,\N,SLOK GAMBIA,Gambia,S0,OKS
N,Slovak Air Force,4465,\N,SLOVAK AIRFORCE,Slovakia,"",SQF
N,Slovak Airlines,4751,\N,SLOV LINE,Slovakia,6Q,SLL
N,Slovak Government Flying Service,4487,\N,SLOVAK GOVERNMENT,Slovakia,"",SSG
N,Slovak National Aeroclub,4463,\N,SLOVAK AEROCLUB,Slovakia,"",SQA
N,Slovenian Armed Forces,4446,\N,SLOVENIAN,Slovenia,"",SIV
N,SMA Airlines,4761,\N,SESAME,Nigeria,"",SMA
N,Smalandsflyg,4766,\N,GORDON,Sweden,"",SMF
N,Smarkand Aero Servise,4834,\N,SAMAS,Uzbekistan,"",USN
N,Smith Air (1976),4769,\N,SMITH AIR,Canada,"",SML
N,Smithair,4767,\N,SMITHAIR,United States,"",SMH
N,Smithkline Beacham Clinical Labs,4333,\N,SKIBBLE,United States,"",SBQ
N,SNAS Aviation,4719,\N,RED SEA,Saudi Arabia,"",RSE
N,SNCF,4682,\N,"",France,2C,""
N,Snunit Aviation,4789,\N,"",Israel,"",SNU
N,Sobel Airlines of Ghana,4330,\N,SOBGHANA,Ghana,"",SBL
N,Societe Centrafricaine De Transport Aerien,4787,\N,"",Central African Republic,"",SNS
